gvkey,fyear,datadate,at,isin,conm,fic,sic
100641,2019,20200331,494365.0000,JP3399400005,STANLEY ELECTRIC CO LTD,JPN,3640
100643,2019,20200331,853051.0000,JP3442850008,TAISHO PHARMACEUTICAL HLDGS,JPN,2834
100644,2019,20190731,11386.0000,JE00BJVNSS43,FERGUSON PLC,JEY,5070
100648,2019,20191231,53061.0000,HK0045000319,HONGKONG & SHANGHAI HOTELS,HKG,7011
100650,2019,20191231,3852.2000,GB0009465807,WEIR GROUP PLC,GBR,3561
100654,2019,20190630,281.2400,GB00BRKD9Z53,MJ GLEESON PLC,GBR,1520
100658,2019,20200331,1278495.0000,JP3571400005,TOKYO ELECTRON LTD,JPN,3559
100659,2019,20190930,2860.1000,GB00B1JQDM80,MARSTONS PLC,GBR,5810
100660,2019,20200331,2537196.0000,JP3574200006,TOKYU CORP,JPN,9997
100667,2019,20191231,1532810.0000,JP3942800008,YAMAHA MOTOR CO LTD,JPN,3751
100668,2019,20200331,2318160.0000,JP3942400007,ASTELLAS PHARMA INC,JPN,2834
100671,2019,20200331,489678.0000,JP3955000009,YOKOGAWA ELECTRIC CORP,JPN,3829
100676,2019,20190930,16270.9000,DE000TUAG000,TUI AG,DEU,4700
100683,2019,20200331,921900.0000,JP3684000007,NITTO DENKO CORP,JPN,3080
100686,2019,20200331,1015663.0000,JP3201200007,OLYMPUS CORP,JPN,3845
100688,2019,20200331,11957846.0000,JP3585800000,TOKYO ELECTRIC POWER CO HOLD,JPN,4911
100689,2019,20200331,3650332.0000,JP3401400001,SUMITOMO CHEMICAL CO LTD,JPN,2800
100690,2019,20200331,4323099.0000,JP3605400005,TOHOKU ELECTRIC POWER CO INC,JPN,4911
100691,2019,20200331,1518037.0000,JP3729400006,NIPPON EXPRESS CO LTD,JPN,4731
100692,2019,20200331,765197.0000,JP3686800008,NIPPON SHEET GLASS CO LTD,JPN,3211
100694,2019,20200331,995154.0000,JP3405400007,SUMITOMO HEAVY INDUSTRIES,JPN,3530
100696,2019,20191231,1076381.0000,JP3368000000,SHOWA DENKO KK,JPN,2800
100697,2019,20200331,3230485.0000,JP3371200001,SHIN-ETSU CHEMICAL CO LTD,JPN,2860
100699,2019,20200331,1811907.0000,JP3359600008,SHARP CORP,JPN,3651
100702,2019,20200331,274904.0000,JP3156400008,USHIO INC,JPN,3640
100707,2019,20200331,871526.0000,JP3347200002,SHIONOGI & CO LTD,JPN,2834
100712,2019,20191231,29353.0000,AU000000WPL2,WOODSIDE PETROLEUM LTD,AUS,1311
100713,2019,20200331,33712.8000,SG1V61937297,SINGAPORE AIRLINES LTD,SGP,4512
100716,2019,20200229,442327.0000,JP3932000007,YASKAWA ELECTRIC CORP,JPN,3569
100718,2019,20200331,12821094.0000,JP3463000004,TAKEDA PHARMACEUTICAL CO LTD,JPN,2834
100721,2019,20200331,372471.0000,JP3194000000,OKI ELECTRIC INDUSTRY CO LTD,JPN,3661
100724,2019,20200331,2650687.0000,JP3621000003,TORAY INDUSTRIES INC,JPN,2820
100728,2019,20190731,3889.8570,GB0000904986,BELLWAY PLC,GBR,1520
100729,2019,20200331,2143454.0000,JP3629000005,TOPPAN PRINTING CO LTD,JPN,2750
100744,2019,20191231,59340.0000,SE0011090018,HOLMEN AB,SWE,2621
100746,2019,20190930,8103.0000,DE0007257503,CECONOMY AG,DEU,5399
100760,2019,20200131,11312.0000,GB0033195214,KINGFISHER PLC,GBR,5211
100767,2019,20191231,23133.0000,ZAE000000220,AECI LTD,ZAF,2870
100773,2019,20191231,7023.3900,BE0974320526,UMICORE SA,BEL,5050
100774,2019,20200331,7361.0000,GB00BZ4BQC70,JOHNSON MATTHEY PLC,GBR,2800
100778,2019,20191231,10287.0000,NL0000360618,SBM OFFSHORE NV,NLD,1389
100783,2019,20191231,6373.5000,NL0009432491,VOPAK (KONINKLIJKE) NV,NLD,4220
100816,2019,20191231,5176.2000,GB0008782301,TAYLOR WIMPEY PLC,GBR,1520
100827,2019,20200331,297173.0000,JP3721400004,JAPAN STEEL WORKS LTD,JPN,3550
100835,2019,20191231,2153.7000,AU000000ABC7,ADBRI LTD,AUS,3270
100839,2019,20191231,503698.0000,JP3243600008,CANON MARKETING JAPAN INC,JPN,5040
100862,2019,20191231,10571.0000,CH0012138605,ADECCO GROUP AG,CHE,7363
100894,2019,20190630,23491.0000,AU000000WOW2,WOOLWORTHS GROUP LTD,AUS,5411
100903,2019,20191231,5652.0950,MYL4324OO009,HENGYUAN REFINING CO BHD,MYS,2911
100906,2019,20200331,833085.0000,JP3695200000,NGK INSULATORS LTD,JPN,3260
100909,2019,20200331,1617.7000,GB0003096442,ELECTROCOMPONENTS PLC,GBR,5065
100913,2019,20191231,57413.0000,NO0003733800,ORKLA ASA,NOR,9997
100918,2019,20190630,17178.0000,AU000000LLC3,LENDLEASE GROUP,AUS,6500
100919,2019,20200331,2230297.0000,JP3190000004,OBAYASHI CORP,JPN,1600
100922,2019,20191231,23200.2570,SG1R89002252,CITY DEVELOPMENTS LTD,SGP,6552
100926,2019,20200131,2634748.0000,JP3420600003,SEKISUI HOUSE LTD,JPN,1520
100949,2019,20200331,1889995.0000,JP3443600006,TAISEI CORP,JPN,1540
100951,2019,20190930,501.7000,GB0001826634,DIPLOMA PLC,GBR,5065
100953,2019,20191231,64192.0000,DE0007037129,RWE AG,DEU,4911
100956,2019,20191231,14237.0000,SE0000310336,SWEDISH MATCH AB,SWE,2100
100957,2019,20191231,122369.0060,ES0144580Y14,IBERDROLA SA,ESP,4911
100962,2019,20191231,455.2490,GB0001110096,BOOT (HENRY) PLC,GBR,1540
100980,2019,20191231,126018.0000,SE0000113250,SKANSKA AB,SWE,1520
100982,2019,20200331,1904934.0000,JP3358800005,SHIMIZU CORP,JPN,1500
101004,2019,20200430,8625.0000,GB0008220112,SMITH DS PLC,GBR,2650
101008,2019,20191231,788.8000,GB00B63QSB39,GREGGS PLC,GBR,5400
101009,2019,20200430,5650.8000,GB00B02L3W35,BERKELEY GROUP HLDGS PLC,GBR,1520
101017,2019,20191231,2270.4000,FI0009000665,METSA BOARD CORP,FIN,2621
101020,2019,20191231,15053.0000,FI0009005961,STORA ENSO OYJ,FIN,2621
101034,2019,20200331,387749.0000,JP3270000007,KURITA WATER INDUSTRIES LTD,JPN,3580
101035,2019,20200331,663374.0000,JP3738600000,NGK SPARK PLUG CO LTD,JPN,3260
101040,2019,20200331,677713.0000,JP3385980002,JSR CORP,JPN,2820
101043,2019,20200331,278496.0000,JP3694400007,NIPPON KAYAKU CO LTD,JPN,2800
101044,2019,20200331,1751732.0000,JP3711600001,NIPPON SANSO HOLDINGS CORP,JPN,2810
101048,2019,20191231,56341.0000,SE0000114837,TRELLEBORG AB,SWE,3060
101056,2019,20191231,2059.2000,GB00B17MMZ46,LOOKERS PLC,GBR,5500
101059,2019,20191231,6851.5000,DE0005501357,AXEL SPRINGER SE,DEU,2711
101069,2019,20200331,1004223.0000,JP3544000007,TEIJIN LTD,JPN,2820
101070,2019,20200331,2489081.0000,JP3774200004,HANKYU HANSHIN HLDGS INC,JPN,9997
101071,2019,20200331,145923.0000,JP3763000001,NORITAKE CO LTD,JPN,3260
101083,2019,20191231,13009.0000,IT0005252140,SAIPEM SPA,ITA,1382
101095,2019,20191231,1064.8310,GB00B0YG1K06,RESTAURANT GROUP PLC,GBR,5812
101097,2019,20191231,39354.0000,FR0000120503,BOUYGUES SA,FRA,1600
101098,2019,20200331,1275080.0000,JP3792600003,HINO MOTORS LTD,JPN,3711
101101,2019,20200229,1021.2000,GB00B1P6ZR11,N BROWN GROUP PLC,GBR,5961
101120,2019,20191231,66878.0000,DE0006757008,AUDI AG,DEU,3711
101125,2019,20200331,729715.0000,JP3284600008,KOITO MANUFACTURING CO LTD,JPN,3640
101127,2019,20200331,1480067.0000,JP3888300005,MITSUI CHEMICALS INC,JPN,2821
101130,2019,20191231,123120.0000,DK0010181759,CARLSBERG A/S,DNK,2082
101131,2019,20200331,474034.0000,JP3942600002,YAMAHA CORP,JPN,3931
101138,2019,20200331,2667512.0000,JP3481800005,DAIKIN INDUSTRIES LTD,JPN,3585
101154,2019,20200331,405131.0000,JP3725400000,ZEON CORP,JPN,2820
101155,2019,20200331,3339783.0000,JP3397200001,SUZUKI MOTOR CO LTD,JPN,3711
101159,2019,20191231,468746.0000,JP3610600003,TOYO TIRE CORP,JPN,3011
101160,2019,20200331,321108.0000,JP3400900001,SUMITOMO OSAKA CEMENT CO LTD,JPN,3241
101173,2019,20191231,34844.0000,FR0000125585,CASINO GUICHARD-PERRACHON SA,FRA,5411
101182,2019,20191231,5108.7000,BMG578481068,MANDARIN ORIENTAL INTL LTD,BMU,7011
101185,2019,20200331,283882.0000,JP3459600007,TAKARA HOLDINGS INC,JPN,2085
101202,2019,20191231,43666.5000,FR0000120073,L'AIR LIQUIDE SA,FRA,2810
101204,2019,20191231,112736.0000,FR0000120578,SANOFI,FRA,2834
101232,2019,20191231,4489.3000,GB0006825383,PERSIMMON PLC,GBR,1520
101247,2019,20191231,991149.0000,JP3269600007,KURARAY CO LTD,JPN,2800
101248,2019,20191231,52583.0000,FR0000121667,ESSILORLUXOTTICA,FRA,3851
101249,2019,20191231,690.6000,GB00BKRC5K31,GENUIT GROUP PLC,GBR,3080
101260,2019,20191231,4021.4060,FR0000121857,FROMAGERIES BEL SA,FRA,2020
101261,2019,20191231,360.6000,GB0009296665,VITEC GROUP PLC,GBR,3861
101264,2019,20191231,37346.0000,FR0000127771,VIVENDI SE,FRA,4812
101277,2019,20191231,31677.0000,FR0000121261,CIE GEN DES ETABLIS MICHELIN,FRA,3011
101286,2019,20191231,3598.5380,DE0005408884,LEONI AG,DEU,3357
101299,2019,20191231,3344.0000,CH0001752309,GEORG FISCHER AG,CHE,3460
101302,2019,20191231,1259.4000,GB0009887422,SYNTHOMER PLC,GBR,2800
101304,2019,20191231,58310.0000,CH0012214059,LAFARGEHOLCIM LTD,CHE,3241
101310,2019,20191231,118370.0000,CH0012005267,NOVARTIS AG,CHE,2834
101317,2019,20191231,9299.0000,GB0009223206,SMITH & NEPHEW PLC,GBR,3842
101320,2019,20191231,8294.6680,FR0012757854,SPIE,FRA,1700
101327,2019,20191231,7815.4000,FR0000121709,SEB SA,FRA,3634
101335,2019,20191231,5109.5000,CH0038388911,SULZER LTD,CHE,3550
101340,2019,20191231,6327.0000,CH0002497458,SGS SA,CHE,8734
101343,2019,20191231,10598.0000,CH0024638196,SCHINDLER HOLDING AG,CHE,3530
101357,2019,20191231,617527.0000,JP3678000005,NISSHINBO HOLDINGS INC,JPN,2211
101361,2019,20191231,8775.0000,NL0000395903,WOLTERS KLUWER NV,NLD,8111
101364,2019,20191231,2266.0940,NL0013995087,CEMENTIR HOLDING NV,ITA,3241
101392,2019,20190630,3913.9000,AU000000BPT9,BEACH ENERGY LTD,AUS,1311
101394,2019,20191231,21307.0000,BE0003470755,SOLVAY SA,BEL,2800
101396,2019,20190630,31045.0000,FR0000120693,PERNOD RICARD SA,FRA,2084
101404,2019,20191231,2878.7280,IE00B00MZ448,GRAFTON GROUP PLC,IRL,5031
101407,2019,20191231,803083.0000,JP3493400000,DIC CORPORATION,JPN,2890
101434,2019,20191231,3121.0680,AT0000644505,LENZING AG,AUT,2820
101448,2019,20200331,840380.0000,JP3891600003,MITSUI E&S HOLDINGS CO LTD,JPN,3730
101449,2019,20191231,4462.8000,GB00B61TVQ02,INCHCAPE PLC,GBR,5010
101452,2019,20200331,136788.0000,JP3735000006,JEOL LTD,JPN,3826
101467,2019,20191231,7305.4360,FR0013506730,VALLOUREC SA,FRA,3533
101474,2019,20191231,1027.1000,GB00B3FLWH99,BODYCOTE PLC,GBR,3390
101475,2019,20191231,30735.0000,FR0000031122,AIR FRANCE - KLM,FRA,4512
101500,2019,20191231,9949.0000,FR0000121634,COLAS SA,FRA,1600
101513,2019,20190630,1409.7330,AU000000SBM8,ST BARBARA LTD,AUS,1040
101526,2019,20200331,2120.1000,GB0007995243,RENEWI PLC,GBR,4953
101553,2019,20191231,13907.0240,ES0182870214,SACYR SA,ESP,1600
101557,2019,20191231,6398.0000,FI0009003727,WARTSILA OYJ ABP,FIN,3510
101564,2019,20191231,583.6000,FI0009010854,LASSILA & TIKANOJA GROUP,FIN,4950
101599,2019,20191231,1894.4000,AU000000ILU1,ILUKA RESOURCES LTD,AUS,1090
101601,2019,20190630,18333.0000,AU000000WES1,WESFARMERS LTD,AUS,5399
101603,2019,20191231,10725.7000,AU000000CIM7,CIMIC GROUP LTD,AUS,8711
101612,2019,20191231,890.5320,IT0001398541,GEDI GRUPPO EDITORIALE S.P.A,ITA,2711
101613,2019,20190731,5676.5200,AU000000NUF3,NUFARM LTD,AUS,2870
101630,2019,20200331,508.0450,GB0009286963,VP PLC,GBR,7359
101651,2019,20200331,342644.0000,JP3799000009,HIROSE ELECTRIC CO LTD,JPN,3678
101652,2019,20200331,886591.0000,JP3595200001,TOSOH CORP,JPN,2860
101718,2019,20191231,14722.0000,FI0009005987,UPM-KYMMENE CORP,FIN,2621
101719,2019,20191231,1161.7000,CH0030486770,DATWYLER HOLDING AG,CHE,3060
101732,2019,20191231,6872.4000,FR0011476928,FNAC DARTY SA,FRA,5734
101742,2019,20190630,631.3190,AU000000GWA4,GWA GROUP LTD,AUS,3430
101750,2019,20200331,727269.0000,JP3158800007,UBE INDUSTRIES LTD,JPN,2820
101754,2019,20191231,664800.0000,JP3733400000,NIPPON ELECTRIC GLASS CO LTD,JPN,3670
101757,2019,20200331,497045.0000,JP3659200004,NISHIMATSU CONSTRUCTION CO,JPN,1600
101759,2019,20200331,5279653.0000,JP3634600005,TOYOTA INDUSTRIES CORP,JPN,3711
101769,2019,20200331,1373640.0000,JP3350800003,SHIKOKU ELECTRIC POWER CO,JPN,4911
101771,2019,20200331,270410.0000,JP3919800007,MEIDENSHA CORP,JPN,3600
101772,2019,20200331,488874.0000,JP3619800000,TOYOBO CO LTD,JPN,2200
101780,2019,20200331,671273.0000,JP3667600005,JGC HOLDINGS CORP,JPN,8711
101783,2019,20191231,3458.2000,BE0974259880,SA D'IETEREN NV,BEL,5500
101788,2019,20200331,666215.0000,JP3676800000,NISSHIN SEIFUN GROUP INC,JPN,2000
101811,2019,20191231,49983.0000,FR0000125007,SAINT-GOBAIN (CIE DE),FRA,5200
101824,2019,20200331,2091529.0000,JP3626800001,LIXIL CORPORATION,JPN,3442
101828,2019,20191231,3859.2000,FI0009000277,TIETOEVRY OYJ,FIN,7370
101833,2019,20191231,21309.0000,NO0005806802,VEIDEKKE A/S,NOR,1500
101851,2019,20200331,996827.0000,JP3820000002,FUJI ELECTRIC CO LTD,JPN,3620
101866,2019,20200331,998637.0000,JP3918000005,MEIJI HOLDINGS CO LTD,JPN,2000
101869,2019,20200331,193588.0000,JP3705600009,JAPAN AVIATION ELECTRONICS,JPN,3678
101870,2019,20191231,1168.7110,CH0014284498,SIEGFRIED HOLDING LTD,CHE,2834
101877,2019,20190630,25516.0000,MYL4197OO009,SIME DARBY BHD,MYS,9997
101891,2019,20200331,437618.0000,JP3357200009,SHIMADZU CORP,JPN,3825
101893,2019,20191231,983.0000,CH0003671440,RIETER HOLDING AG,CHE,3714
101894,2019,20200331,235248.0000,JP3753400005,NOF CORP,JPN,2800
101895,2019,20191231,8040.8000,CH0010570759,CHOCOLADEFABRIKEN LINDT & SP,CHE,2060
101901,2019,20200331,154378.0000,JP3905200006,MIZUNO CORP,JPN,3949
101902,2019,20200331,627871.0000,JP3931600005,YAKULT HONSHA CO LTD,JPN,2020
101904,2019,20200331,383447.0000,JP3625000009,TOKUYAMA CORP,JPN,2800
101910,2019,20200331,166633.0000,JP3275200008,GUNZE LTD,JPN,2300
101932,2019,20200331,387329.0000,JP3240400006,KIKKOMAN CORP,JPN,2030
101939,2019,20200331,634557.0000,JP3627000007,TODA CORP,JPN,1540
101944,2019,20191231,18135.0000,FR0000125338,CAPGEMINI SE,FRA,7370
101947,2019,20200331,586904.0000,JP3774600005,H2O RETAILING CORP,JPN,5311
101950,2019,20200331,728695.0000,JP3164800009,NOK CORP,JPN,3050
101951,2019,20200331,537119.0000,JP3888400003,MITSUI MINING & SMELTING CO,JPN,3330
101971,2019,20191231,6899.3000,FI0009000202,KESKO OYJ,FIN,5140
101984,2019,20191231,462872.0000,JP3560800009,TOKAI CARBON CO LTD,JPN,2890
101986,2019,20200331,475641.0000,JP3715200006,NIPPON SHOKUBAI CO LTD,JPN,2810
101994,2019,20191231,1085.0090,ES0184262212,VISCOFAN SA,ESP,2090
102016,2019,20191231,23624.0000,ZAE000097580,SUN INTERNATIONAL LTD,ZAF,7990
102019,2019,20191231,4374.0730,ES0112501012,EBRO FOODS SA,ESP,2000
102020,2019,20200331,178873.0000,JP3337600005,SANYO CHEMICAL INDS LTD,JPN,2820
102025,2019,20200331,1252878.0000,JP3495000006,SUMITOMO DAINIPPON PHARMA CO,JPN,2834
102035,2019,20200331,17093.0000,ZAE000170049,PPC LTD,ZAF,3241
102038,2019,20200331,532615.0000,JP3742600004,NHK SPRING CO LTD,JPN,3490
102039,2019,20190630,66954.0000,ZAE000083648,IMPALA PLATINUM HOLDINGS LTD,ZAF,1090
102071,2019,20191231,4934.4000,CH0364749348,VIFOR PHARMA AG,CHE,5122
102089,2019,20190831,17467.0000,FR0000121220,SODEXO,FRA,5812
102132,2019,20191231,1435.1780,MYL4502OO000,MEDIA PRIMA BHD,MYS,4833
102145,2019,20190930,10800.1990,ZAE000025284,OCEANA GROUP LTD,ZAF,0900
102146,2019,20200331,1241355.0000,JP3546800008,TERUMO CORP,JPN,3841
102155,2019,20200331,1004768.0000,JP3409800004,SUMITOMO FORESTRY CO LTD,JPN,1520
102156,2019,20200331,311042.0000,JP3535800001,TSUMURA & CO,JPN,2833
102162,2019,20190930,10304.0000,ZAE000057428,REUNERT LTD,ZAF,3600
102167,2019,20200331,154283.0000,JP3592600005,SHIBAURA MACHINE CO LTD,JPN,3559
102177,2019,20200331,704425.0000,JP3785000005,SHOWA DENKO MATERIALS CO LTD,JPN,2800
102203,2019,20191231,907560.0000,JP3955800002,YOKOHAMA RUBBER CO LTD,JPN,3011
102236,2019,20190630,16338.3000,ZAE000073441,MURRAY & ROBERTS HLDGS LTD,ZAF,1600
102240,2019,20200331,3992652.0000,JP3102000001,AISIN CORPORATION,JPN,3714
102245,2019,20200331,410887.0000,JP3497400006,DAIFUKU CO LTD,JPN,3530
102252,2019,20191231,10867.4000,NO0005668905,TOMRA SYSTEMS A/S,NOR,3559
102253,2019,20200331,714802.0000,JP3678800008,HITACHI HIGH-TECH CORP,JPN,5065
102255,2019,20200229,1168503.0000,JP3456000003,TAKASHIMAYA CO LTD,JPN,5311
102265,2019,20191231,7230.0000,ZAE000067120,AFROX-AFRICAN OXYGEN LTD,ZAF,2810
102267,2019,20191231,8219.0220,IT0003865570,WEBUILD SPA,ITA,1600
102269,2019,20200331,757822.0000,JP3165600002,NTN CORP,JPN,3562
102276,2019,20191130,120485.0000,SE0000106270,HENNES & MAURITZ AB,SWE,5621
102277,2019,20190930,22180.5000,ZAE000071080,TIGER BRANDS LTD,ZAF,2000
102278,2019,20200331,367194.0000,JP3765400001,HOUSE FOODS GROUP INC,JPN,2090
102296,2019,20191231,91102.0000,FR0000125486,VINCI SA,FRA,1600
102299,2019,20191231,17164.8000,FR0000121147,FAURECIA SE,FRA,2531
102311,2019,20200331,1592933.0000,JP3845400005,HOKURIKU ELECTRIC POWER CO,JPN,4911
102313,2019,20200331,512495.0000,JP3638600001,DOWA HOLDINGS CO LTD,JPN,3330
102317,2019,20191231,6402.5640,IT0001347308,BUZZI UNICEM SPA,ITA,3241
102323,2019,20191231,197511.0000,JP3139600005,ISEKI & CO LTD,JPN,3523
102341,2019,20190630,36736.0000,ZAE000015228,HARMONY GOLD MINING CO LTD,ZAF,1040
102359,2019,20200331,139426.0000,JP3661800007,NICHICON CORP,JPN,3670
102362,2019,20191231,77939.0000,JP3690400001,NIPPON CARBON CO LTD,JPN,3620
102370,2019,20191231,2712.0000,CH0315966322,BELL FOOD GROUP AG,CHE,2011
102373,2019,20200331,1938123.0000,JP3899800001,MITSUBISHI MOTORS CORP,JPN,3711
102376,2019,20200331,162730.0000,JP3677600003,NISSIN ELECTRIC CO LTD,JPN,3612
102410,2019,20191231,4322.8260,ES0121975009,CONSTRUCCIONES Y AUXIL FERRO,ESP,3743
102429,2019,20191231,2808.9300,IT0003828271,RECORDATI SPA,ITA,2834
102441,2019,20200229,1240308.0000,JP3386380004,J FRONT RETAILING CO LTD,JPN,5311
102454,2019,20191231,13443.0000,NL0000009827,KONINKLIJKE DSM NV,NLD,2800
102456,2019,20200331,296427.0000,JP3425000001,CENTRAL GLASS CO LTD,JPN,3211
102476,2019,20191231,4413.0000,SE0000105199,HALDEX AB,SWE,3714
102497,2019,20200331,42158.7000,ZAE000148466,FOSCHINI GROUP LTD,ZAF,5651
102503,2019,20200331,1025095.0000,JP3613400005,TOYO SEIKAN GROUP HLDGS LTD,JPN,3411
102523,2019,20191231,18913.0000,FR0013176526,VALEO SE,FRA,3714
102532,2019,20200331,1891300.0000,JP3260800002,KINTETSU GROUP HOLDINGS CO,JPN,9997
102543,2019,20200229,33505.3000,ZAE000005443,PICK 'N PAY STORES LTD,ZAF,5399
102544,2019,20200229,13625.0000,ZAE000191342,ALLIED ELECTRONICS CORP LTD,ZAF,7370
102551,2019,20191231,1035484.0000,JP3404200002,SUMITOMO RUBBER INDUSTRIES,JPN,3011
102553,2019,20190930,1391.9000,GB00BYPHNG03,COUNTRYSIDE PROPERTIES PLC,GBR,6552
102555,2019,20191231,127960.4460,BMG4069C1486,GREAT EAGLE HOLDINGS LTD,BMU,7011
102566,2019,20200331,7530.7000,GB0009697037,BABCOCK INTERNATIONAL GROUP,GBR,8711
102569,2019,20191231,1973.8000,GB0003308607,SPECTRIS PLC,GBR,3823
102574,2019,20191231,4288.4000,IE0004927939,KINGSPAN GROUP PLC,IRL,3440
102576,2019,20190630,1502.9000,GB0004161021,HAYS PLC,GBR,7363
102603,2019,20200331,10801.7000,GB00B1FH8J72,SEVERN TRENT PLC,GBR,4941
102609,2019,20200331,402608.0000,JP3613000003,TOYO SUISAN KAISHA LTD,JPN,2000
102620,2019,20200331,518619.0000,JP3148800000,IBIDEN CO LTD,JPN,3672
102638,2019,20191231,526.8000,GB0008711763,TT ELECTRONICS PLC,GBR,3670
102640,2019,20191231,268244.0000,JP3870000001,MABUCHI MOTOR CO LTD,JPN,3621
102641,2019,20200430,1792.0860,GB00B41H7391,REDDE NORTHGATE PLC,GBR,7510
102648,2019,20200331,6762.5000,GB00B18V8630,PENNON GROUP PLC,GBR,4950
102653,2019,20200331,11245.0000,GB0001367019,BRITISH LAND CO PLC,GBR,6798
102658,2019,20200331,87118.0000,JP3601800000,TOHO TITANIUM CO LTD,JPN,3360
102696,2019,20200331,2363.4740,CH0025751329,LOGITECH INTERNATIONAL SA,CHE,3577
102704,2019,20200331,14044.1000,GB00B39J2M42,UNITED UTILITIES GROUP PLC,GBR,4941
102711,2019,20200331,236327.0000,JP3192400004,OKAMURA CORP,JPN,2522
102712,2019,20191231,17349.1870,ES0125220311,ACCIONA SA,ESP,1600
102715,2019,20191130,444309.0000,JP3244800003,KEWPIE CORP,JPN,2030
102717,2019,20200331,576089.0000,JP3811000003,FUJIKURA LTD,JPN,3357
102743,2019,20191231,81618.0000,IT0003506190,ATLANTIA SPA,ITA,4700
102765,2019,20191231,7474.7000,FR0000120859,IMERYS SA,FRA,3290
102797,2019,20191231,11838.6290,AT0000746409,VERBUND AG,AUT,4911
102798,2019,20191231,40375.0000,AT0000743059,OMV AG,AUT,1311
102813,2019,20191231,3976.0850,ES0175438003,PROSEGUR (CIA DE SEGURIDAD),ESP,7380
102829,2019,20191130,190414.0000,JP3170800001,OSG CORP,JPN,3541
102835,2019,20191231,934.4270,IT0001469383,ARNOLDO MONDADORI EDITORE SP,ITA,2721
102837,2019,20200331,450486.0000,JP3977400005,RINNAI CORP,JPN,3630
102840,2019,20191231,22972.0000,SE0000806994,JM AB,SWE,1500
102841,2019,20200331,146549.0000,JP3580200008,TOKYO SEIMITSU CO LTD,JPN,3559
102849,2019,20191231,344558.0000,JP3651210001,NABTESCO CORP,JPN,3728
102852,2019,20200331,167786.0000,JP3706800004,NIHON KOHDEN CORP,JPN,3845
102862,2019,20200331,1167567.0000,JP3787000003,HITACHI CONSTR MACHINERY CO,JPN,3531
102890,2019,20191231,9238.5000,CH0130293662,BKW FMB ENERGIE AG,CHE,4911
102895,2019,20200331,354023.0000,JP3344400001,SANWA HOLDINGS CORP,JPN,3442
102915,2019,20191231,93978.0000,SE0000171100,SSAB CORP,SWE,3312
102947,2019,20191231,4540.1740,NL0000337319,KONINKLIJKE BAM GROEP NV,NLD,1600
102950,2019,20191231,3140788.0000,JP3116000005,ASAHI GROUP HOLDINGS LTD,JPN,2082
102968,2019,20191231,4132.5850,AT0000831706,WIENERBERGER AG,AUT,3250
102980,2019,20191231,5578.0680,FR0000031775,VICAT SA,FRA,3241
102983,2019,20191231,4012.6000,FR0013181864,CGG,FRA,1382
103003,2019,20200331,249522.0000,JP3670800006,NISSAN CHEMICAL CORP,JPN,2800
103026,2019,20190630,20406.8680,ZAE000179438,RCL FOODS LTD,ZAF,2015
103039,2019,20200331,135697.0000,JP3305800009,KOMORI CORP,JPN,3555
103043,2019,20200331,390004.0000,JP3665200006,NICHIREI CORP,JPN,2000
103051,2019,20191231,24375.0000,SE0005999836,AF POYRY AB (PUBL),SWE,8711
103053,2019,20200331,848873.0000,JP3982800009,ROHM CO LTD,JPN,3674
103084,2019,20190630,11837.0000,AU000000NCM7,NEWCREST MINING LTD,AUS,1040
103088,2019,20200331,709185.0000,JP3634200004,TOYODA GOSEI CO LTD,JPN,3714
103133,2019,20190930,8188.6000,AT0000741053,EVN-ENERGIE-VERSORG NIEDEROS,AUT,4931
103172,2019,20191231,14576.0000,FR0000121204,WENDEL,FRA,9998
103193,2019,20191231,12250.8110,AT000000STR1,STRABAG SE,AUT,1600
103205,2019,20191231,4596.7670,NL0000852580,BOSKALIS WESTMINSTER NV,NLD,1600
103260,2019,20191231,11074.8000,FR0010451203,REXEL SA,FRA,5063
103264,2019,20191231,7174.0780,FR0000124570,PLASTIC OMNIUM SA,FRA,2820
103279,2019,20200531,1776.0000,DK0010218429,BANG & OLUFSEN AS,DNK,3651
103305,2019,20191231,1200.9000,FR0000039620,MERSEN,FRA,3620
103345,2019,20200331,409452.0000,JP3114800000,ADEKA CORP,JPN,2810
103396,2019,20200331,6220.7580,BMG1744V1037,CAFE DE CORAL HLDGS LTD,BMU,5812
103413,2019,20191231,3465.6000,NL0000852564,AALBERTS NV,NLD,3490
103423,2019,20191231,1025.1420,HK0000063476,DOYEN INTERNATIONAL HOLDINGS,HKG,5812
103440,2019,20190630,180748.3800,HK0083000502,SINO LAND CO LTD,HKG,6500
103487,2019,20191231,60215.0000,DE0007164600,SAP SE,DEU,7372
103618,2019,20191231,23553.1480,MYL5211OO007,SUNWAY BHD,MYS,1500
103637,2019,20191231,928.6940,FI0009006548,ATRIA PLC,FIN,2011
103850,2019,20191231,33312.7000,MYL4715OO008,GENTING MALAYSIA BHD,MYS,7990
103936,2019,20191231,20845.5870,KYG0535Q1331,ASM PACIFIC TECHNOLOGY LTD,CYM,3559
103975,2019,20191231,8183.2360,BMG9738G1078,WONG'S INTL HOLDINGS LTD,BMU,3570
104125,2019,20191231,634733.2280,TH0003010Z04,SIAM CEMENT PCL,THA,3241
104474,2019,20190630,76727.0930,MYL4677OO000,YTL CORP BHD,MYS,4931
104558,2019,20191231,289669.1220,TH0268010Z03,ADVANCED INFO SERVICE PCL,THA,4899
