,Year,CompanyName,Country,Industry(Exiobase),EnvironmentalIntensity(Sales),Env_intensity,industry_avg,Industry_indicator,Environmental_Growth,Ind_Yearavg
4066,2012, INTERTEK GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.20%,-0.012,-0.00517882352941176,-1,-11.111111111111116,-0.005138095238095238
4067,2012, NASDAQ INC , United States , Activities auxiliary to financial intermediation (67) ,-0.59%,-0.0059,-0.00517882352941176,-1,,-0.005138095238095238
4068,2012, RELX PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.30%,-0.003,-0.00517882352941176,1,-26.82926829268292,-0.005138095238095238
4069,2012, SGS SA , Switzerland , Activities auxiliary to financial intermediation (67) ,-1.34%,-0.0134,-0.00517882352941176,-1,-8.21917808219178,-0.005138095238095238
4070,2012, STANTEC INCORPORATED , Canada , Activities auxiliary to financial intermediation (67) ,-0.67%,-0.0067,-0.00517882352941176,-1,3.0769230769230664,-0.005138095238095238
4071,2012, TELEPERFORMANCE SE , France , Activities auxiliary to financial intermediation (67) ,-1.08%,-0.0108,-0.00517882352941176,-1,10.204081632653072,-0.005138095238095238
4072,2012, THOMSON REUTERS CORP , Canada , Activities auxiliary to financial intermediation (67) ,-1.06%,-0.0106,-0.00517882352941176,-1,1.9230769230769384,-0.005138095238095238
4073,2012, WOLTERS KLUWER NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.23%,-0.0023,-0.00517882352941176,1,-47.72727272727273,-0.005138095238095238
4074,2012, ZURICH INSURANCE GROUP LIMITED , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.08%,-0.0008,-0.00517882352941176,1,-11.111111111111104,-0.005138095238095238
4075,2013, ADECCO GROUP AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.09%,-0.0009,-0.00517882352941176,1,-18.181818181818187,-0.004893548387096773
4076,2013, ASX LIMITED , Australia , Activities auxiliary to financial intermediation (67) ,-0.54%,-0.0054,-0.00517882352941176,-1,-12.9032258064516,-0.004893548387096773
4077,2013, BALOISE HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.04%,-0.0004,-0.00517882352941176,1,-20.0,-0.004893548387096773
4078,2013, BOLSA MEXICANA DE VALORES SAB DE CV , Mexico , Activities auxiliary to financial intermediation (67) ,-0.34%,-0.0034,-0.00517882352941176,1,-19.04761904761904,-0.004893548387096773
4079,2013, BOLSAS Y MERCADOS ESPANOLES SHMSF SA , Spain , Activities auxiliary to financial intermediation (67) ,-0.14%,-0.0014000000000000002,-0.00517882352941176,1,-46.153846153846146,-0.004893548387096773
4080,2013, BUREAU VERITAS SA , France , Activities auxiliary to financial intermediation (67) ,-0.44%,-0.0044,-0.00517882352941176,1,4.761904761904766,-0.004893548387096773
4081,2013, BURSA MALAYSIA BHD , Malaysia , Activities auxiliary to financial intermediation (67) ,-1.43%,-0.0143,-0.00517882352941176,-1,-14.371257485029929,-0.004893548387096773
4082,2013, CAPITA PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.42%,-0.0042,-0.00517882352941176,1,-4.545454545454551,-0.004893548387096773
4083,2013, DEUTSCHE BOERSE AG , Germany , Activities auxiliary to financial intermediation (67) ,-0.15%,-0.0015,-0.00517882352941176,1,-40.0,-0.004893548387096773
4084,2013, EXPERIAN PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.50%,-0.005,-0.00517882352941176,1,-26.470588235294123,-0.004893548387096773
4085,2013, HELVETIA HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.06%,-0.0006,-0.00517882352941176,1,0.0,-0.004893548387096773
4086,2013, HONG KONG EXCHANGES AND CLEARING LIMITED , Hong Kong , Activities auxiliary to financial intermediation (67) ,-0.56%,-0.005600000000000001,-0.00517882352941176,-1,24.44444444444445,-0.004893548387096773
4087,2013," ICF INTERNATIONAL, INC. ", United States , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,-65.21739130434783,-0.004893548387096773
4088,2013, INTERTEK GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.84%,-0.0184,-0.00517882352941176,-1,53.33333333333332,-0.004893548387096773
4089,2013, JAPAN EXCHANGE GROUP INC , Japan , Activities auxiliary to financial intermediation (67) ,-0.13%,-0.0013,-0.00517882352941176,1,,-0.004893548387096773
4090,2013, JSE LIMITED , South Africa , Activities auxiliary to financial intermediation (67) ,-1.98%,-0.0198,-0.00517882352941176,-1,76.78571428571423,-0.004893548387096773
4091,2013, LONDON STOCK EXCHANGE GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.54%,-0.0054,-0.00517882352941176,-1,-5.263157894736826,-0.004893548387096773
4092,2013, MCMILLAN SHAKESPEARE LTD , Australia , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,,-0.004893548387096773
4093,2013, PAGEGROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.17%,-0.0017,-0.00517882352941176,1,,-0.004893548387096773
4094,2013, PORTO SEGURO SA , Brazil , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,,-0.004893548387096773
4095,2013, RANDSTAD NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.10%,-0.001,-0.00517882352941176,1,,-0.004893548387096773
4096,2013, RELX PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,-20.000000000000007,-0.004893548387096773
4097,2013, RICARDO PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.22%,-0.0122,-0.00517882352941176,-1,,-0.004893548387096773
4098,2013, ROBERT WALTERS PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,,-0.004893548387096773
4099,2013, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.38%,-0.0038,-0.00517882352941176,1,-42.42424242424242,-0.004893548387096773
4100,2013, SGS SA , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.04%,-0.0004,-0.00517882352941176,1,-97.0149253731343,-0.004893548387096773
4101,2013, STANTEC INCORPORATED , Canada , Activities auxiliary to financial intermediation (67) ,-0.79%,-0.0079,-0.00517882352941176,-1,17.910447761194035,-0.004893548387096773
4102,2013, STHREE PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.15%,-0.0015,-0.00517882352941176,1,66.66666666666667,-0.004893548387096773
4103,2013, TELEPERFORMANCE SE , France , Activities auxiliary to financial intermediation (67) ,-1.02%,-0.0102,-0.00517882352941176,-1,-5.555555555555558,-0.004893548387096773
4104,2013, THOMSON REUTERS CORP , Canada , Activities auxiliary to financial intermediation (67) ,-1.04%,-0.0104,-0.00517882352941176,-1,-1.8867924528301885,-0.004893548387096773
4105,2013, WOLTERS KLUWER NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,4.347826086956518,-0.004893548387096773
4106,2014, ADECCO GROUP AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.10%,-0.001,-0.00517882352941176,1,11.111111111111116,-0.004938235294117648
4107,2014, ASX LIMITED , Australia , Activities auxiliary to financial intermediation (67) ,-0.61%,-0.0061,-0.00517882352941176,-1,12.962962962962955,-0.004938235294117648
4108,2014, B3 SA BRASIL BOLSA BALCAO , Brazil , Activities auxiliary to financial intermediation (67) ,-0.16%,-0.0016,-0.00517882352941176,1,220.00000000000003,-0.004938235294117648
4109,2014, BALOISE HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.04%,-0.0004,-0.00517882352941176,1,0.0,-0.004938235294117648
4110,2014, BOLSA MEXICANA DE VALORES SAB DE CV , Mexico , Activities auxiliary to financial intermediation (67) ,-0.35%,-0.0035,-0.00517882352941176,1,2.9411764705882253,-0.004938235294117648
4111,2014, BOLSAS Y MERCADOS ESPANOLES SHMSF SA , Spain , Activities auxiliary to financial intermediation (67) ,-0.17%,-0.0017,-0.00517882352941176,1,21.428571428571423,-0.004938235294117648
4112,2014, BUREAU VERITAS SA , France , Activities auxiliary to financial intermediation (67) ,-0.53%,-0.0053,-0.00517882352941176,-1,20.45454545454546,-0.004938235294117648
4113,2014, BURSA MALAYSIA BHD , Malaysia , Activities auxiliary to financial intermediation (67) ,-1.30%,-0.013,-0.00517882352941176,-1,-9.090909090909085,-0.004938235294117648
4114,2014, CAPITA PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.38%,-0.0038,-0.00517882352941176,1,-9.523809523809524,-0.004938235294117648
4115,2014, DEUTSCHE BOERSE AG , Germany , Activities auxiliary to financial intermediation (67) ,-0.07%,-0.0007000000000000001,-0.00517882352941176,1,-53.33333333333332,-0.004938235294117648
4116,2014, EXPERIAN PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.54%,-0.0054,-0.00517882352941176,-1,8.000000000000009,-0.004938235294117648
4117,2014, HAYS PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,0.0,-0.004938235294117648
4118,2014, HELVETIA HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,-16.666666666666664,-0.004938235294117648
4119,2014, HONG KONG EXCHANGES AND CLEARING LIMITED , Hong Kong , Activities auxiliary to financial intermediation (67) ,-0.51%,-0.0051,-0.00517882352941176,1,-8.928571428571429,-0.004938235294117648
4120,2014," ICF INTERNATIONAL, INC. ", United States , Activities auxiliary to financial intermediation (67) ,-0.18%,-0.0018,-0.00517882352941176,1,-25.0,-0.004938235294117648
4121,2014, IHS MARKIT LTD , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.68%,-0.0068000000000000005,-0.00517882352941176,-1,,-0.004938235294117648
4122,2014, INTERTEK GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.95%,-0.0195,-0.00517882352941176,-1,5.978260869565211,-0.004938235294117648
4123,2014, JAPAN EXCHANGE GROUP INC , Japan , Activities auxiliary to financial intermediation (67) ,-0.08%,-0.0008,-0.00517882352941176,1,-38.46153846153846,-0.004938235294117648
4124,2014, JSE LIMITED , South Africa , Activities auxiliary to financial intermediation (67) ,-1.81%,-0.0181,-0.00517882352941176,-1,-8.585858585858574,-0.004938235294117648
4125,2014, LONDON STOCK EXCHANGE GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.35%,-0.0035,-0.00517882352941176,1,-35.185185185185205,-0.004938235294117648
4126,2014, MCMILLAN SHAKESPEARE LTD , Australia , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,0.0,-0.004938235294117648
4127,2014, PAGEGROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.11%,-0.0011,-0.00517882352941176,1,-35.29411764705882,-0.004938235294117648
4128,2014, RANDSTAD NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.10%,-0.001,-0.00517882352941176,1,0.0,-0.004938235294117648
4129,2014, RECRUIT HOLDINGS CO LTD , Japan , Activities auxiliary to financial intermediation (67) ,-1.31%,-0.0131,-0.00517882352941176,-1,,-0.004938235294117648
4130,2014, RELX PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.23%,-0.0023,-0.00517882352941176,1,-4.166666666666663,-0.004938235294117648
4131,2014, RICARDO PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.44%,-0.0144,-0.00517882352941176,-1,18.032786885245894,-0.004938235294117648
4132,2014, ROBERT WALTERS PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.07%,-0.0007000000000000001,-0.00517882352941176,1,40.000000000000014,-0.004938235294117648
4133,2014, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.29%,-0.0029,-0.00517882352941176,1,-23.6842105263158,-0.004938235294117648
4134,2014, SGS SA , Switzerland , Activities auxiliary to financial intermediation (67) ,0.12%,0.0012,-0.00517882352941176,1,-400.0,-0.004938235294117648
4135,2014, STANTEC INCORPORATED , Canada , Activities auxiliary to financial intermediation (67) ,-0.89%,-0.0089,-0.00517882352941176,-1,12.658227848101244,-0.004938235294117648
4136,2014, STHREE PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.09%,-0.0009,-0.00517882352941176,1,-40.0,-0.004938235294117648
4137,2014, TELEPERFORMANCE SE , France , Activities auxiliary to financial intermediation (67) ,-1.03%,-0.0103,-0.00517882352941176,-1,0.9803921568627416,-0.004938235294117648
4138,2014, THOMSON REUTERS CORP , Canada , Activities auxiliary to financial intermediation (67) ,-0.96%,-0.0096,-0.00517882352941176,-1,-7.692307692307699,-0.004938235294117648
4139,2014, WOLTERS KLUWER NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.24%,-0.0024,-0.00517882352941176,1,0.0,-0.004938235294117648
4140,2015, ADECCO GROUP AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.11%,-0.0011,-0.00517882352941176,1,10.000000000000009,-0.005859374999999999
4141,2015, APPLUS SERVICES SA , Spain , Activities auxiliary to financial intermediation (67) ,-1.28%,-0.0128,-0.00517882352941176,-1,,-0.005859374999999999
4142,2015, ASX LIMITED , Australia , Activities auxiliary to financial intermediation (67) ,-0.68%,-0.0068000000000000005,-0.00517882352941176,-1,11.475409836065587,-0.005859374999999999
4143,2015, B3 SA BRASIL BOLSA BALCAO , Brazil , Activities auxiliary to financial intermediation (67) ,-0.21%,-0.0021,-0.00517882352941176,1,31.249999999999982,-0.005859374999999999
4144,2015, BALOISE HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,25.0,-0.005859374999999999
4145,2015, BOLSAS Y MERCADOS ESPANOLES SHMSF SA , Spain , Activities auxiliary to financial intermediation (67) ,-0.22%,-0.0022,-0.00517882352941176,1,29.41176470588236,-0.005859374999999999
4146,2015, BURSA MALAYSIA BHD , Malaysia , Activities auxiliary to financial intermediation (67) ,-1.54%,-0.0154,-0.00517882352941176,-1,18.461538461538463,-0.005859374999999999
4147,2015, CAPITA PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.39%,-0.0039,-0.00517882352941176,1,2.631578947368429,-0.005859374999999999
4148,2015, EXPERIAN PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.47%,-0.004699999999999999,-0.00517882352941176,1,-12.962962962962976,-0.005859374999999999
4149,2015, HAYS PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,0.0,-0.005859374999999999
4150,2015, HELVETIA HOLDING AG , Switzerland , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,0.0,-0.005859374999999999
4151,2015, HONG KONG EXCHANGES AND CLEARING LIMITED , Hong Kong , Activities auxiliary to financial intermediation (67) ,-0.38%,-0.0038,-0.00517882352941176,1,-25.490196078431378,-0.005859374999999999
4152,2015, IHS MARKIT LTD , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.67%,-0.0067,-0.00517882352941176,-1,-1.4705882352941235,-0.005859374999999999
4153,2015, INTERTEK GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.97%,-0.0197,-0.00517882352941176,-1,1.025641025641022,-0.005859374999999999
4154,2015, JAPAN EXCHANGE GROUP INC , Japan , Activities auxiliary to financial intermediation (67) ,-0.08%,-0.0008,-0.00517882352941176,1,0.0,-0.005859374999999999
4155,2015, JSE LIMITED , South Africa , Activities auxiliary to financial intermediation (67) ,-2.14%,-0.0214,-0.00517882352941176,-1,18.23204419889504,-0.005859374999999999
4156,2015, LONDON STOCK EXCHANGE GROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.35%,-0.0035,-0.00517882352941176,1,0.0,-0.005859374999999999
4157,2015, MCMILLAN SHAKESPEARE LTD , Australia , Activities auxiliary to financial intermediation (67) ,-0.22%,-0.0022,-0.00517882352941176,1,-8.333333333333313,-0.005859374999999999
4158,2015, NIELSEN HOLDINGS PLC , United States , Activities auxiliary to financial intermediation (67) ,-0.13%,-0.0013,-0.00517882352941176,1,,-0.005859374999999999
4159,2015, PAGEGROUP PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.12%,-0.0012,-0.00517882352941176,1,9.090909090909085,-0.005859374999999999
4160,2015, RANDSTAD NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.10%,-0.001,-0.00517882352941176,1,0.0,-0.005859374999999999
4161,2015, RELX PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.18%,-0.0018,-0.00517882352941176,1,-21.73913043478261,-0.005859374999999999
4162,2015, RICARDO PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-1.53%,-0.0153,-0.00517882352941176,-1,6.25,-0.005859374999999999
4163,2015, S&P GLOBAL INC , United States , Activities auxiliary to financial intermediation (67) ,-0.26%,-0.0026,-0.00517882352941176,1,-10.344827586206897,-0.005859374999999999
4164,2015, SAGA PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-2.65%,-0.0265,-0.00517882352941176,-1,,-0.005859374999999999
4165,2015, SGS SA , Switzerland , Activities auxiliary to financial intermediation (67) ,0.16%,0.0016,-0.00517882352941176,1,33.33333333333335,-0.005859374999999999
4166,2015, STANTEC INCORPORATED , Canada , Activities auxiliary to financial intermediation (67) ,-0.87%,-0.0087,-0.00517882352941176,-1,-2.2471910112359605,-0.005859374999999999
4167,2015, STHREE PLC , United Kingdom , Activities auxiliary to financial intermediation (67) ,-0.05%,-0.0005,-0.00517882352941176,1,-44.444444444444436,-0.005859374999999999
4168,2015, TELEPERFORMANCE SE , France , Activities auxiliary to financial intermediation (67) ,-0.82%,-0.008199999999999999,-0.00517882352941176,-1,-20.38834951456312,-0.005859374999999999
4169,2015, THOMSON REUTERS CORP , Canada , Activities auxiliary to financial intermediation (67) ,-0.88%,-0.0088,-0.00517882352941176,-1,-8.333333333333313,-0.005859374999999999
4170,2015, VERISK ANALYTICS INCORPORATION , United States , Activities auxiliary to financial intermediation (67) ,-0.21%,-0.0021,-0.00517882352941176,1,,-0.005859374999999999
4171,2015, WOLTERS KLUWER NV , Netherlands , Activities auxiliary to financial intermediation (67) ,-0.25%,-0.0025,-0.00517882352941176,1,4.166666666666674,-0.005859374999999999
4172,2010, ADEKA CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-2.85%,-0.0285,-0.2306057894736841,1,,-0.22536923076923074
4173,2010, ASAHI KASEI CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-9.46%,-0.0946,-0.2306057894736841,1,,-0.22536923076923074
4174,2010, CABOT CORPORATION , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-50.51%,-0.5051,-0.2306057894736841,-1,,-0.22536923076923074
4175,2010, CAPRO CORPORATION , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-82.29%,-0.8229000000000001,-0.2306057894736841,-1,,-0.22536923076923074
4176,2010, CHINA PETROCHEMICAL DEVELOPMENT CORPORATION , Taiwan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-58.50%,-0.585,-0.2306057894736841,-1,,-0.22536923076923074
4177,2010, DENKA CO LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-14.98%,-0.14980000000000002,-0.2306057894736841,1,,-0.22536923076923074
4178,2010, ESSENTRA PLC , United Kingdom ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-2.54%,-0.0254,-0.2306057894736841,1,,-0.22536923076923074
4179,2010, HANWHA CHEMICAL , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-11.87%,-0.1187,-0.2306057894736841,1,,-0.22536923076923074
4180,2010, KANEKA CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-7.18%,-0.0718,-0.2306057894736841,1,,-0.22536923076923074
4181,2010, KOPPERS HOLDINGS INC. , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-27.92%,-0.2792,-0.2306057894736841,-1,,-0.22536923076923074
4182,2010, KUMHO PETRO CHEMICAL CO LTD , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-15.69%,-0.15689999999999998,-0.2306057894736841,1,,-0.22536923076923074
4183,2010, KURARAY CO LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-11.43%,-0.1143,-0.2306057894736841,1,,-0.22536923076923074
4184,2010, LG CHEM LIMITED , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-10.98%,-0.1098,-0.2306057894736841,1,,-0.22536923076923074
4185,2010, LOTTE CHEMICAL CORP , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-12.53%,-0.1253,-0.2306057894736841,1,,-0.22536923076923074
4186,2010, LYONDELLBASELL INDUSTRIES NV , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-28.84%,-0.2884,-0.2306057894736841,-1,,-0.22536923076923074
4187,2010, METHANEX CORPORATION , Canada ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-39.48%,-0.3948,-0.2306057894736841,-1,,-0.22536923076923074
4188,2010, MEXICHEM SAB DE CV , Mexico ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-11.01%,-0.1101,-0.2306057894736841,1,,-0.22536923076923074
4189,2010, MITSUI CHEMICALS INCORPORATED , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-11.50%,-0.115,-0.2306057894736841,1,,-0.22536923076923074
4190,2010, NATIONAL PEROXIDE LIMITED , India ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-56.31%,-0.5631,-0.2306057894736841,-1,,-0.22536923076923074
4191,2010, ORICA LIMITED , Australia ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-14.85%,-0.1485,-0.2306057894736841,1,,-0.22536923076923074
4192,2010, TATA CHEMICALS LIMITED , India ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-69.34%,-0.6934,-0.2306057894736841,-1,,-0.22536923076923074
4193,2010, TEIJIN LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-8.25%,-0.0825,-0.2306057894736841,1,,-0.22536923076923074
4194,2010," TORAY INDUSTRIES, INC. ", Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-7.71%,-0.0771,-0.2306057894736841,1,,-0.22536923076923074
4195,2010, TOSOH CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-5.26%,-0.0526,-0.2306057894736841,1,,-0.22536923076923074
4196,2010, TOYOBO CO LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-8.15%,-0.0815,-0.2306057894736841,1,,-0.22536923076923074
4197,2010, ZEON CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-6.53%,-0.0653,-0.2306057894736841,1,,-0.22536923076923074
4198,2011, ADEKA CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-2.73%,-0.0273,-0.2306057894736841,1,-4.210526315789476,-0.17646
4199,2011, ASAHI KASEI CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-7.22%,-0.0722,-0.2306057894736841,1,-23.678646934460893,-0.17646
4200,2011, CABOT CORPORATION , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-45.92%,-0.4592,-0.2306057894736841,-1,-9.087309443674519,-0.17646
4201,2011, CAPRO CORPORATION , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-54.33%,-0.5433,-0.2306057894736841,-1,-33.977397010572375,-0.17646
4202,2011, DENKA CO LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-14.35%,-0.1435,-0.2306057894736841,1,-4.205607476635532,-0.17646
4203,2011, ESSENTRA PLC , United Kingdom ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-2.21%,-0.0221,-0.2306057894736841,1,-12.992125984251967,-0.17646
4204,2011, HANWHA CHEMICAL , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-10.70%,-0.107,-0.2306057894736841,1,-9.856781802864356,-0.17646
4205,2011, KANEKA CORPORATION , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-6.61%,-0.0661,-0.2306057894736841,1,-7.938718662952637,-0.17646
4206,2011, KOPPERS HOLDINGS INC. , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-22.76%,-0.2276,-0.2306057894736841,1,-18.481375358166183,-0.17646
4207,2011, KUMHO PETRO CHEMICAL CO LTD , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-15.07%,-0.1507,-0.2306057894736841,1,-3.9515615041427528,-0.17646
4208,2011, KURARAY CO LTD , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-10.51%,-0.1051,-0.2306057894736841,1,-8.04899387576553,-0.17646
4209,2011, LG CHEM LIMITED , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-9.79%,-0.0979,-0.2306057894736841,1,-10.837887067395279,-0.17646
4210,2011, LOTTE CHEMICAL CORP , South Korea ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-10.42%,-0.1042,-0.2306057894736841,1,-16.83958499600957,-0.17646
4211,2011, LYONDELLBASELL INDUSTRIES NV , United States ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-20.55%,-0.2055,-0.2306057894736841,1,-28.744798890429944,-0.17646
4212,2011, METHANEX CORPORATION , Canada ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-32.81%,-0.3281,-0.2306057894736841,-1,-16.894630192502525,-0.17646
4213,2011, MEXICHEM SAB DE CV , Mexico ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-10.10%,-0.101,-0.2306057894736841,1,-8.26521344232517,-0.17646
4214,2011, MITSUI CHEMICALS INCORPORATED , Japan ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-9.57%,-0.0957,-0.2306057894736841,1,-16.78260869565217,-0.17646
4215,2011, NATIONAL PEROXIDE LIMITED , India ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-48.62%,-0.4862,-0.2306057894736841,-1,-13.65654413070504,-0.17646
4216,2011, ORICA LIMITED , Australia ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-12.11%,-0.1211,-0.2306057894736841,1,-18.45117845117845,-0.17646
4217,2011, TATA CHEMICALS LIMITED , India ," Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c. ",-62.49%,-0.6249,-0.2306057894736841,-1,-9.87885780213441,-0.17646
