ISIN,CompanyName,Country
JP3443600006,TAISEI CORPORATION,Japan
ES0182870214,SACYR SA,Spain
GB00B572ZV91,SOCO INTERNATIONAL PLC,United Kingdom
GB00B635TG28,ENQUEST PLC,United Kingdom
INE274J01014,OIL INDIA LIMITED,India
AU000000STO6,SANTOS LIMITED,Australia
CA9237251058,VERMILION ENERGY INC,Canada
INE213A01029,OIL & NATURAL GAS CORPORATION LIMITED,India
AU000000BPT9,BEACH ENERGY LIMITED,Australia
BMG1738J1247,BW OFFSHORE LIMITED,Norway
RU0009024277,NK LUKOIL PAO,Russia
CA2925051047,ENCANA CORP,Canada
NO0010345853,AKER BP ASA,Norway
SE0000825820,LUNDIN PETROLEUM AB,Sweden
NO0010199151,PGS ASA,Norway
US5006881065,KOSMOS ENERGY LIMITED,United States
FR0004548873,BOURBON CORPORATION SA,France
MYL4324OO009,HENGYUAN REFINING COMPANY BHD,Malaysia
CLP7847L1080,EMPRESAS COPEC S.A.,Chile
JP3142500002,"IDEMITSU KOSAN CO.,LTD",Japan
AU000000VCX7,VICINITY CENTRES,Australia
JP3048110005,NOMURA REAL ESTATE MASTER FUND INC,Japan
AU000000CQR9,CHARTER HALL RETAIL REIT,Australia
CA04315L1058,ARTIS REAL ESTATE INVESTMENT TRUST,Canada
GB00BLRLH124,ALLIED MINDS PLC,United Kingdom
SG2C81967185,FRASERS COMMERCIAL TRUST,Singapore
JP3045540006,UNITED URBAN INVESTMENT CORPORATION,Japan
GB0004065016,HAMMERSON PLC,United Kingdom
US2527843013,DIAMONDROCK HOSPITALITY COMPANY,United States
NL0000288876,EUROCOMMERCIAL PROPERTIES NV,Netherlands
SG1M77906915,ASCENDAS REAL ESTATE INVESTMENT TRUST,Singapore
SG1P32918333,CAPITALAND COMMERCIAL TRUST,Singapore
BE0003763779,WAREHOUSES DE PAUW COMM VA,Belgium
IM00BH3JLY32,RDI REIT PLC,United Kingdom
GB0006834344,INTU PROPERTIES PLC,United Kingdom
HK0000077468,FAR EAST HORIZON LIMITED,Hong Kong
US11282X1037,BROOKFIELD PROPERTY REIT INC,United States
NZKPGE0001S9,KIWI PROPERTY GROUP LTD,New Zealand
PHY0967S1694,BANK OF THE PHILIPPINE ISLANDS,Philippines
MX01GE0E0004,GENTERA SAB DE CV,Mexico
JP3200450009,ORIX CORPORATION,Japan
PHY9091H1069,UNION BANK OF THE PHILIPPINES,Philippines
GRS323003012,EUROBANK ERGASIAS SA,Greece
TH0150010Z03,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Thailand
INE528G01027,YES BANK LIMITED,India
JP3500610005,RESONA HOLDINGS INC,Japan
RU000A0JP5V6,BANK VTB PAO,Russia
MYL1155OO000,MALAYAN BANKING BERHAD,Malaysia
SG1M31001969,UNITED OVERSEAS BANK LIMITED,Singapore
GB00BDGTXM47,ARROW GLOBAL GROUP PLC,United Kingdom
GB00B0PPFY88,HANSTEEN HOLDINGS PLC,United Kingdom
ES0113679I37,"BANKINTER, S.A.",Spain
AT0000606306,RAIFFEISEN BANK INTERNATIONAL AG,Austria
CH0102659627,GAM HOLDING AG,Switzerland
ZAE000179420,GROWTHPOINT PROPERTIES LIMITED,South Africa
BRITUBACNPR1,ITAU UNIBANCO HOLDING S.A.,Brazil
GB00BM7S7K96,ONESAVINGS BANK PLC,United Kingdom
ES0113307062,BANKIA SAU,Spain
AU000000NAB4,NATIONAL AUSTRALIA BANK LIMITED,Australia
JP3476480003,DAI-ICHI LIFE HOLDINGS INC,Japan
GB0001883718,CHARLES TAYLOR PLC,United Kingdom
DK0060636678,TRYG A/S,Denmark
BMG4593F1389,HISCOX PLC,Bermuda
US2241221017,CRAFT BREW ALLIANCE INCORPORATED,United States
IT0005252207,DAVIDE CAMPARI MILANO SPA,Italy
TW0001234003,HEY-SONG CORP,Taiwan
JP3293200006,COCA-COLA BOTTLERS JAPAN HOLDINGS INC,Japan
JP3336560002,SUNTORY BEVERAGE & FOOD LTD,Japan
TW0002448008,EPISTAR CORP,Taiwan
IL0011017329,MELLANOX TECHNOLOGIES LTD,Israel
US2254471012,CREE INCORPORATED,United States
NO0010112675,REC SILICON ASA,United States
KR7000660001,SK HYNIX INCORPORATION,South Korea
TW0002408002,NANYA TECHNOLOGY CORP,Taiwan
TW0002392008,CHENG UEI PRECISION INDUSTRY COMPANY LIMITED,Taiwan
KYG8020E1199,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,China
GB0008711763,TT ELECTRONICS PLC,United Kingdom
AT0000A18XM4,AMS AG,Austria
JP3932000007,YASKAWA ELECTRIC CORPORATION,Japan
ZAE000071676,NAMPAK LTD,South Africa
US5339001068,LINCOLN ELECTRIC HOLDINGS INCORPORATED,United States
US29355X1072,"ENPRO INDUSTRIES, INC.",United States
IE00B6330302,INGERSOLL-RAND PLC,United States
CH0003671440,RIETER HOLDING AG,Switzerland
FI4000074984,VALMET OYJ,Finland
JP3900000005,MITSUBISHI HEAVY INDUSTRIES LIMITED,Japan
JP3305800009,KOMORI CORPORATION,Japan
INE323A01026,BOSCH LIMITED,India
TW0001525004,KIAN SHEN CORPORATION,Taiwan
INE257A01026,BHARAT HEAVY ELECTRICALS LIMITED,India
JP3912700006,MUSASHI SEIMITSU INDUSTRY CO LTD,Japan
JP3277230003,KEIHIN CORPORATION,Japan
DE0007856023,ELRINGKLINGER AG,Germany
JE00BD85SC56,DELPHI TECHNOLOGIES PLC,United Kingdom
TW0001533008,MOBILETRON ELECTRONICS COMPANY LIMITED,Taiwan
KYG3690U1058,FULLSHARE HOLDINGS LTD,Hong Kong
BMG570071099,LUYE PHARMA GROUP LIMITED,China
GB0000946276,CONSORT MEDICAL PLC,United Kingdom
HK0000056256,CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LTD,Hong Kong
JP3256000005,KYOWA HAKKO KIRIN COMPANY LIMITED,Japan
SE0005757267,RECIPHARM AB (PUBL),Sweden
NL0011031208,MYLAN NV,United States
US92214X1063,VAREX IMAGING CORP,United States
KYG8167W1380,SINO BIOPHARMACEUTICAL LIMITED,Hong Kong
GB00BD3VFW73,CONVATEC GROUP PLC,United Kingdom
JP3495000006,SUMITOMO DAINIPPON PHARMA CO LTD,Japan
JP3706800004,NIHON KOHDEN CORPORATION,Japan
KYG5636C1078,LONKING HOLDINGS LIMITED,China
INE208A01029,ASHOK LEYLAND LIMITED,India
JP3942800008,YAMAHA MOTOR CO LTD,Japan
DE0005937007,MAN SE,Germany
NL0010877643,FIAT CHRYSLER AUTOMOBILES NV,United Kingdom
JP3787000003,HITACHI CONSTRUCTION MACHINERY CO LTD,Japan
JP3304200003,KOMATSU LIMITED,Japan
KR7000270009,KIA MOTORS CORPORATION,South Korea
TW0006116007,HANNSTAR DISPLAY CORP,Taiwan
TW0002354008,FOXCONN TECHNOLOGY COMPANY LIMITED,Taiwan
US7291321005,PLEXUS CORPORATION,United States
TW0001605004,WALSIN LIHWA CORP,Taiwan
US00738A1060,"ADTRAN, INC.",United States
INE573A01042,JK TYRE & INDUSTRIES LTD.,India
JP3955800002,YOKOHAMA RUBBER CO LTD,Japan
JP3905200006,MIZUNO CORPORATION,Japan
IT0004764699,BRUNELLO CUCINELLI SPA,Italy
ID1000074008,HANJAYA MANDALA SAMPOERNA TBK PT,Indonesia
US00773T1016,ADVANSIX INC,United States
TW0004725007,TAIWAN PROSPERITY CHEMICAL CORPORATION,Taiwan
CA59151K1084,METHANEX CORPORATION,Canada
TW0001308005,ASIA POLYMER CORPORATION,Taiwan
KR7011170008,LOTTE CHEMICAL CORP,South Korea
AU000000PDN8,PALADIN ENERGY LTD,Australia
US0138721065,ALCOA CORP,United States
CA16890P1036,CHINA GOLD INTERNATIONAL RESOURCES CORP LTD,Canada
CA98462Y1007,YAMANA GOLD INCORPORATED,Canada
CA0084741085,AGNICO-EAGLE MINES LTD,Canada
BRJSLGACNOR2,JSL SA,Brazil
US7835491082,"RYDER SYSTEM, INC.",United States
IT0003201198,SIAS,Italy
US00081T1088,ACCO BRANDS CORPORATION,United States
US4485791028,HYATT HOTELS CORPORATION,United States
CA89351T4019,TRANSAT AT INC,Canada
US98850P1093,YUM CHINA HOLDINGS INC,China
GB0005622542,MILLENNIUM & COPTHORNE HOTELS PLC,United Kingdom
BMG8063F1068,SHANGRI-LA ASIA LIMITED,Hong Kong
SE0002683557,LOOMIS AB,Sweden
GB00B0HZP136,GREENE KING PLC,United Kingdom
BMG578481068,MANDARIN ORIENTAL INTERNATIONAL LTD,Hong Kong
JP3750500005,MCDONALD'S HOLDINGS COMPANY JAPAN LTD,Japan
JP3421800008,SECOM CO LTD,Japan
FR0011950732,ELIOR GROUP SA,France
SE0000936478,INTRUM AB,Sweden
ID1000062201,INDAH KIAT PULP AND PAPER TBK PT,Indonesia
KYG5427W1309,LEE & MAN PAPER MANUFACTURING LIMITED,Hong Kong
TW0001904001,CHENG LOONG CORPORATION,Taiwan
TW0001907004,YFY INC,Taiwan
TW0002634003,AEROSPACE INDUSTRIAL DEVELOPMENT CORP,Taiwan
IT0003856405,LEONARDO SPA,Italy
ZAE000005153,OMNIA HOLDINGS LIMITED,South Africa
INE669E01016,VODAFONE IDEA LTD,India
CNE000001CS2,CHINA UNITED NETWORK COMMUNICATIONS LIMITED,China
TW0002412004,CHUNGHWA TELECOM COMPANY LIMITED,Taiwan
HK0000049939,CHINA UNICOM (HONG KONG) LIMITED,Hong Kong
US91822M1062,VEON LTD - ADR,Netherlands
US85207U1051,SPRINT CORP,United States
BRVIVTACNPR7,TELEFONICA BRASIL SA,Brazil
BRTIMPACNOR1,TIM PARTICIPACOES SA,Brazil
FR0004035913,ILIAD SA,France
FO0000000179,BAKKAFROST P/F,Faeroe Island
CH0009002962,BARRY CALLEBAUT AG,Switzerland
JP3676800000,NISSHIN SEIFUN GROUP INCORPORATED,Japan
CA5649051078,MAPLE LEAF FOODS INC,Canada
GB0002318888,CRANSWICK PLC,United Kingdom
JP3244800003,KEWPIE CORP,Japan
KR7017810003,PULMUONE CO LTD,South Korea
CH0012829898,EMMI AG,Switzerland
CNE100001F60,HUADIAN FUXIN ENERGY CORPORATION LIMITED,China
GB00B1VNSX38,DRAX GROUP PLC,United Kingdom
PHY2518H1143,FIRST GEN CORPORATION,Philippines
BRCPREACNOR5,CPFL ENERGIAS RENOVAVEIS SA,Brazil
CA3495531079,FORTIS INC.,Canada
US4198701009,HAWAIIAN ELECTRIC INDUSTRIES INCORPORATION,United States
PLTAURN00011,TAURON POLSKA ENERGIA SA,Poland
NL0011333752,ALTICE EUROPE NV,Netherlands
IT0003126783,CEMENTIR HOLDING S.P.A.,Italy
ZAE000146932,ASSORE LIMITED,South Africa
RU0007252813,AK ALROSA PAO,Russia
JP3402600005,SUMITOMO METAL MINING CO LTD,Japan
JP3888400003,MITSUI MINING & SMELTING CO LTD,Japan
GB00B2QPKJ12,FRESNILLO PLC,Mexico
AU000000IGO4,INDEPENDENCE GROUP NL,Australia
TRACIMSA91F9,CIMSA CIMENTO SANAYI VE TICARET A.S.,Turkey
KYG8190L1095,SINO HORIZON HOLDINGS LTD,Taiwan
PHY8076N1120,"SM PRIME HOLDINGS, INC.",Philippines
US1474481041,CASELLA WASTE SYSTEMS INC,United States
FR0000053399,CONSTRUCTIONS INDUSTRIELLES MEDITERRANEE SA,France
INE813A01018,MAHINDRA LIFESPACE DEVELOPERS LIMITED,India
BRMULTACNOR5,MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS S.A.,Brazil
BMG4069C1486,GREAT EAGLE HOLDINGS LIMITED,Hong Kong
HK0017000149,NEW WORLD DEVELOPMENT CO LIMITED,Hong Kong
LU0775917882,GRAND CITY PROPERTIES SA,Luxembourg
SE0000191827,ATRIUM LJUNGBERG AB,Sweden
DE0007480204,DEUTSCHE EUROSHOP AG,Germany
CH0008837566,ALLREAL HOLDING AG,Switzerland
KYG811511131,SHUI ON LAND LIMITED,China
SE0007126115,HEMFOSA FASTIGHETER AB,Sweden
JP3569200003,TOKYU FUDOSAN HOLDINGS CORP,Japan
NO0005668905,TOMRA SYSTEMS AS,Norway
HK0034000254,KOWLOON DEVELOPMENT COMPANY LIMITED,Hong Kong
HK0604011236,SHENZHEN INVESTMENT LIMITED,Hong Kong
HK0123000694,YUEXIU PROPERTY CO LTD,Hong Kong
SE0011166974,FABEGE AB,Sweden
JP3486800000,DAITO TRUST CONSTRUCTION COMPANY LIMITED,Japan
GB0007291015,ST. MODWEN PROPERTIES PLC,United Kingdom
MYL3182OO002,GENTING BERHAD,Malaysia
ZAE000097580,SUN INTERNATIONAL LIMITED,South Africa
KYG573611004,MACAU LEGEND DEVELOPMENT LIMITED,Macau
US1276861036,CAESARS ENTERTAINMENT CORP,United States
US5854641009,MELCO CROWN ENTERTAINMENT LIMITED,Hong Kong
HK0200030994,MELCO INTERNATIONAL DEVELOPMENT LTD.,Hong Kong
GB00BDZT6P94,MERLIN ENTERTAINMENTS PLC,United Kingdom
NZSKCE0001S2,SKY CITY ENTERTAINMENT GROUP LIMITED,New Zealand
FR0010918292,TECHNICOLOR SA,France
JP3933800009,YAHOO JAPAN CORPORATION,Japan
SE0012455525,NETENT AB (PUBL),Sweden
SE0012454379,BETSSON AB,Sweden
GB00BVYVFW23,AUTO TRADER GROUP PLC,United Kingdom
GB0008025412,SIG PLC,United Kingdom
TW0004152004,TAIWAN LIPOSOME CO LIMITED,Taiwan
CH0014284498,SIEGFRIED HOLDING AG,Switzerland
KYG837851081,SPRINGLAND INTERNATIONAL HOLDINGS LTD,China
PTSON0AM0001,SONAE-SGSP SA,Portugal
BMG3978C1249,GOME RETAIL HOLDINGS LTD,China
US6762201068,"OFFICE DEPOT, INC.",United States
BMG812761002,SIGNET JEWELERS LIMITED,United States
DE0007257503,CECONOMY AG,Germany
CH0242214887,FENIX OUTDOOR INTERNATIONAL AG,Switzerland
TW0003702007,WPG HOLDINGS LIMITED,Taiwan
HK1828040670,DAH CHONG HONG HOLDINGS LTD,Hong Kong
GB00B17WCR61,CONNECT GROUP PLC,United Kingdom
JP3172500005,AUTOBACS SEVEN CO LIMITED,Japan
ZAE000072328,GRINDROD LIMITED,South Africa
BMG454221059,HOEGH LNG HOLDINGS LTD,Norway
SG1Q75923504,OLAM INTERNATIONAL LIMITED,Singapore
ES0115056139,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,Spain
MYL4197OO009,SIME DARBY BERHAD,Malaysia
ZAE000191342,ALLIED ELECTRONICS CORPORATION LIMITED,South Africa
BRGOLLACNPR4,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil
CNE100000221,BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY LTD,China
CNE0000016J9,WANHUA CHEMICAL GROUP CO LTD,China
AU000000AHY8,ASALEO CARE LTD,Australia
TW0001773000,SHINY CHEMICAL INDUSTRIAL COMPANY LIMITED,Taiwan
BRSAPRACNPR6,SANEPAR,Brazil
US03836W1036,AQUA AMERICA INC,United States
BMG3922B1072,GENPACT LIMITED,United States
JP3762800005,NOMURA RESEARCH INSTITUTE LIMITED,Japan
FR0000034639,ALTRAN TECHNOLOGIES,France
GB00BV9FP302,COMPUTACENTER PLC,United Kingdom
ES0105200416,ABENGOA SOCIEDAD ANONIMA,Spain
PEP736581005,GRANA  Y MONTERO SAA,Peru
IL0010819428,SHIKUN & BINUI LIMITED,Israel
ZAE000073441,MURRAY & ROBERTS HOLDINGS LTD,South Africa
CA1348082035,CANACOL ENERGY LIMITED,Canada
CA89156V1067,TOURMALINE OIL CORP,Canada
US26884L1098,EQT CORPORATION,United States
CA4530384086,IMPERIAL OIL LTD,Canada
FR0000120354,VALLOUREC,France
CA81783Q1054,SEVEN GENERATIONS ENERGY LTD,Canada
CA35905B1076,FRONTERA ENERGY CORP,Colombia
GB00B74CDH82,CAIRN ENERGY PLC,United Kingdom
AU000000SXY7,SENEX ENERGY LIMITED,Australia
US1844991018,CLEAN ENERGY FUELS CORP.,United States
US1053682035,BRANDYWINE REALTY TRUST,United States
GB00BF4HYT85,BGEO GROUP PLC,Georgia
US40414L1098,"HCP, INC.",United States
JP3027680002,JAPAN REAL ESTATE INVESTMENT CORP,Japan
MXCFDA020005,CONCENTRADORA FIBRA DANHOS SA DE CV,Mexico
CNE100001QS1,CHINA CINDA ASSET MANAGEMENT CO LTD,China
INE040A01026,HDFC BANK LIMITED,India
AU000000GMG2,GOODMAN GROUP,Australia
GB00B4WFW713,LONDONMETRIC PROPERTY PLC,United Kingdom
NZCPTE0001S9,GOODMAN PROPERTY TRUST,New Zealand
CZ0008040318,MONETA MONEY BANK AS,Czech Republic
GRS014003024,BANK OF PIRAEUS S.A.,Greece
KR7006800007,MIRAE ASSET DAEWOO CO LTD,South Korea
CH0015251710,BANQUE CANTONALE VAUDOISE,Switzerland
GB00B128J450,IP GROUP PLC,United Kingdom
AU000000GMA5,GENWORTH MORTGAGE INSURANCE AUSTRALIA LTD,Australia
IE0002325243,IFG GROUP PLC,Ireland
ZAE000145892,LIFE HEALTHCARE GROUP HOLDINGS LIMITED,South Africa
CNE100002342,CHINA REINSURANCE GROUP CORP,China
ZAE000127148,LIBERTY HOLDINGS LIMITED,South Africa
GB00BYRJH519,HASTINGS GROUP HLDG PLC,United Kingdom
JP3320800000,SAPPORO HOLDINGS LIMITED,Japan
JP3143000002,"ITO EN, LTD.",Japan
TW0006173008,"PROSPERITY DIELECTRICS CO., LTD.",Taiwan
TW0008046004,NAN YA PRINTED CIRCUIT BOARD CORPORATION,Taiwan
TW0006244007,MOTECH INDUSTRIES INC,Taiwan
TW0003576005,UNITED RENEWABLE ENERGY CO LTD,Taiwan
KYG0535Q1331,ASM PACIFIC TECHNOLOGY LTD.,Hong Kong
TW0002327004,YAGEO CORPORATION,Taiwan
US29362U1043,"ENTEGRIS, INC.",United States
TW0003504007,YOUNG OPTICS INC.,Taiwan
TW0008039009,"TAIFLEX SCIENTIFIC CO., LTD.",Taiwan
US12709P1030,CABOT MICROELECTRONICS CORPORATION,United States
JP3292200007,JTEKT CORPORATION,Japan
JP3592600005,TOSHIBA MACHINE CO LTD,Japan
JP3497400006,DAIFUKU COMPANY LIMITED,Japan
JP3539250005,"THK CO., LTD.",Japan
INE117A01022,ABB INDIA LTD,India
US92839U2069,VISTEON CORPORATION,United States
TW0001536001,"HOTA INDUSTRIAL MFG CO., LTD.",Taiwan
HRADPLRA0006,AD PLASTIK DD,Croatia
IT0000080447,CIR COMPAGNIE INDUSTRIALI RIUNITE SPA,Italy
KR7034020008,DOOSAN HEAVY INDUSTRIES CONSTRUCTION CO LTD,South Korea
TW0001701001,CHINA CHEMICAL AND PHARMACEUTICAL COMPANY LIMITED,Taiwan
HK0000311099,CHINA RESOURCES PHARMACEUTICAL GROUP LTD,China
BRHYPEACNOR0,HYPERA SA,Brazil
BMG6955J1036,PAX GLOBAL TECHNOLOGY LTD,Hong Kong
JP3792600003,HINO MOTORS LTD,Japan
JP3891600003,MITSUI E&S HOLDINGS CO LTD,Japan
TW0002349008,RITEK CORPORATION,Taiwan
TW0003017000,ASIA VITAL COMPONENTS,Taiwan
CNE100001ZT0,LEGEND HOLDINGS CORP,China
TW0002395001,ADVANTECH CO LTD,Taiwan
TW0002498003,HTC CORPORATION,Taiwan
TW0002474004,CATCHER TECHNOLOGY COMPANY,Taiwan
TW0002362001,CLEVO COMPANY,Taiwan
KYG3472Y1017,FIH MOBILE LTD,China
US64111Q1040,"NETGEAR, INC.",United States
KYG0100G1064,ADVANCED LITHIUM ELECTROCHEMISTRY(KY)CO LTD,Taiwan
US86771W1053,SUNRUN INC,United States
JP3811000003,FUJIKURA LTD,Japan
US45667G1031,INFINERA CORPORATION,United States
KR7004700001,CHOKWANG LEATHER COMPANY LIMITED,South Korea
JP3275200008,GUNZE LTD,Japan
TW0001301000,FORMOSA PLASTICS CORPORATION,Taiwan
TW0001312007,GRAND PACIFIC PETROCHEMICAL CORPORATION,Taiwan
JP3560800009,TOKAI CARBON CO LTD,Japan
JP3114800000,ADEKA CORPORATION,Japan
GB00B0744359,ESSENTRA PLC,United Kingdom
MX01ME050007,MEXICHEM SAB DE CV,Mexico
ZAE000173951,SIBANYE GOLD LTD,South Africa
CA1520061021,CENTERRA GOLD INC.,Canada
CA8910546032,TOREX GOLD RESOURCES INCORPORATION,Canada
CA6752221037,OCEANAGOLD CORP,Australia
MX01AL1C0003,ALEATICA SAB DE CV,Mexico
DE000TUAG000,TUI AG,Germany
US4989042001,"KNOLL, INC.",United States
US6005441000,"HERMAN MILLER, INC.",United States
SE0000862997,BILLERUDKORSNAS AB (PUBL),Sweden
US1567001060,"CENTURYLINK, INCORPORATION",United States
GB00B09LSH68,INMARSAT PLC,United Kingdom
HU0000073507,MAGYAR TELEKOM TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,Hungary
RU000A0DQZE3,AFK SISTEMA PAO,Russia
KYG210961051,CHINA MENGNIU DAIRY COMPANY LIMITED,Hong Kong
KYG960071028,WH GROUP LTD,Hong Kong
CLP3615W1037,COLBUN SA,Chile
AU000000IFN8,INFIGEN ENERGY,Australia
US6680743050,NORTHWESTERN CORPORATION,United States
US6896481032,OTTER TAIL CORPORATION,United States
IT0001469383,ARNOLDO MONDADORI EDITORE SPA,Italy
AU000000ORE0,OROCOBRE LIMITED,Australia
TW0001102002,ASIA CEMENT CORP,Taiwan
HK1208013172,MMG LTD,Australia
HK0257001336,CHINA EVERBRIGHT INTERNATIONAL LIMITED,Hong Kong
DE0008303504,TAG IMMOBILIEN AG,Germany
BMG2108M2182,CHINESE ESTATES HOLDINGS LTD,Hong Kong
MYL5249OO007,IOI PROPERTIES GROUP BHD,Malaysia
CA31943B1004,FIRST CAPITAL REALTY INCORPORATED,Canada
KYG245241032,COUNTRY GARDEN HOLDINGS COMPANY LTD,China
GB00B0FYMT95,HELICAL PLC,United Kingdom
CNE100000569,GUANGZHOU R&F PROPERTIES CO LTD,China
US0009571003,ABM INDUSTRIES INCORPORATED,United States
KYG4100M1050,GREENTOWN CHINA HOLDINGS LIMITED,China
HK0027032686,GALAXY ENTERTAINMENT GROUP LIMITED,Hong Kong
FR0012938884,SOLOCAL GROUP SA,France
AU000000SVW5,SEVEN GROUP HOLDINGS LIMITED,Australia
JP3143600009,ITOCHU CORPORATION,Japan
IE00B56GVS15,ALKERMES PLC,Ireland
KYG3825B1059,GENSCRIPT BIOTECH CORP,China
ES0126775032,DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION SA,Spain
US7081601061,J C PENNEY COMPANY INC,United States
US0028962076,ABERCROMBIE & FITCH CO,United States
JP3456000003,"TAKASHIMAYA CO., LTD",Japan
BMG4404N1065,HENGTEN NETWORKS GROUP LTD,China
ZAE000015889,NASPERS LIMITED,South Africa
JP3802300008,FAST RETAILING CO LTD,Japan
JP3774200004,HANKYU HANSHIN HOLDINGS INC,Japan
CA8849037095,THOMSON REUTERS CORP,Canada
BRPSSAACNOR7,PORTO SEGURO SA,Brazil
GB0004161021,HAYS PLC,United Kingdom
GB00B0KM9T71,STHREE PLC,United Kingdom
LK0092N00003,JOHN KEELLS HOLDINGS LIMITED,Sri Lanka
KR7028260008,SAMSUNG C&T CORP,South Korea
DE0005773303,FRAPORT AG FRANKFURT AIRPORT SERVICES WORLDWIDE,Germany
DK0010201102,KOEBENHAVNS LUFTHAVNE AS,Denmark
TW0001711000,EVERLIGHT CHEMICAL INDUSTRIAL CORPORATION,Taiwan
KR7004430005,SONGWON INDUSTRIAL COMPANY LIMITED,South Korea
GB0005746358,MCBRIDE PLC,United Kingdom
CA09228F1036,BLACKBERRY LIMITED,Canada
FR0000050809,SOPRA STERIA GROUP,France
INE860A01027,HCL TECHNOLOGIES LIMITED,India
NL0000337319,KONINKLIJKE BAM GROEP NV,Netherlands
CA78460T1057,SNC-LAVALIN GROUP INC,Canada
AU000000OZL8,OZ MINERALS LIMITED,Australia
PLKGHM000017,KGHM POLSKA MIEDZ S.A.,Poland
CA69946Q1046,PAREX RESOURCES INCORPORATION,Canada
JP3294460005,INPEX CORPORATION,Japan
FR0013181864,CGG SA,France
TW0006505001,FORMOSA PETROCHEMICAL CORPORATION,Taiwan
GRS298343005,HELLENIC PETROLEUM S.A.,Greece
KR7010950004,S-OIL CORPORATION,South Korea
US8766641034,TAUBMAN CENTERS INC,United States
US5543821012,MACERICH CO,United States
ES0139140174,INMOBILIARIA COLONIAL SOCIMI SA,Spain
US49427F1084,KILROY REALTY CORPORATION,United States
LK0090N00007,SAMPATH BANK PLC,Sri Lanka
SG1S03926213,MAPLETREE LOGISTICS TRUST MANAGEMENT LIMITED,Singapore
INE092T01019,IDFC FIRST BANK LTD,India
AU000000AEF4,AUSTRALIAN ETHICAL INVESTMENT LTD,Australia
JE00BYPZJM29,JANUS HENDERSON GROUP PLC,United Kingdom
GB00BYT1DJ19,INTERMEDIATE CAPITAL GROUP PLC,United Kingdom
US1124631045,BROOKDALE SENIOR LIVING INC.,United States
ZAE000093779,SANTAM LIMITED,South Africa
KR7032830002,SAMSUNG LIFE INSURANCE COMPANY LIMITED,South Korea
TW0002015005,FENG HSIN IRON & STEEL COMPANY LIMITED,Taiwan
GB00B6XZKY75,A.G. BARR P.L.C.,United Kingdom
CA1366351098,CANADIAN SOLAR INC,Canada
JP3771800004,HAMAMATSU PHOTONICS KK,Japan
DE0006305006,DEUTZ AKTIENGESELLSCHAFT,Germany
US05350V1061,AVANOS MEDICAL INC,United States
GB0007323586,RENISHAW PLC,United Kingdom
GB0003308607,SPECTRIS PLC,United Kingdom
INE494B01023,TVS MOTOR COMPANY LIMITED,India
TRAOTOSN91H6,FORD OTOMOTIV SANAYI A.S.,Turkey
ES0121975009,"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A.",Spain
TRAARCLK91H5,ARCELIK AS,Turkey
US2536511031,DIEBOLD NIXDORF INC,United States
TW0002353000,ACER INC,Taiwan
DE000LED4000,OSRAM LICHT AG,Germany
TW0002105004,CHENG SHIN RUBBER INDUSTRIES COMPANY LIMITED,Taiwan
TRAAKSAW91E1,AKSA AKRILIK KIMYA SANAYII A.S.,Turkey
INE192B01031,WELSPUN INDIA LIMITED,India
TW0001326007,FORMOSA CHEMICALS & FIBRE CORPORATION,Taiwan
TW0001710002,ORIENTAL UNION CHEMICAL CORPORATION,Taiwan
NL0010489522,CONSTELLIUM NV,France
MX01PA0B0014,BIO PAPPEL SAB DE CV,Mexico
PK0003101018,ICI PAKISTAN LIMITED,Pakistan
QA000A0Q5NE9,VODAFONE QATAR PQSC,Qatar
CH0267291224,SUNRISE COMMUNICATIONS GROUP AG,Switzerland
DE0005545503,1&1 DRILLISCH AG,Germany
COT04PA00028,GRUPO NUTRESA SA,Colombia
US55277P1049,"MGE ENERGY, INC.",United States
NZCENE0001S6,CONTACT ENERGY LTD,New Zealand
AU000000CSR5,CSR LIMITED,Australia
HK0247001271,TSIM SHA TSUI PROPERTIES LTD,Hong Kong
US81282V1008,SEAWORLD ENTERTAINMENT INC,United States
US36467W1099,GAMESTOP CORPORATION,United States
GB00BKX5CN86,JUST EAT PLC,United Kingdom
US0538071038,"AVNET, INC.",United States
BE0974259880,D'IETEREN S.A,Belgium
GB00B17MMZ46,LOOKERS PLC,United Kingdom
INE347G01014,PETRONET LNG LTD,India
CA85472N1096,STANTEC INCORPORATED,Canada
CH0466642201,HELVETIA HOLDING AG,Switzerland
MX01VO000009,CONTROLADORA VUELA COMPANIA DE AVIACION SA DE CV,Mexico
ES0122060314,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,Spain
KR7011160009,DOOSAN ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea
KR7028050003,SAMSUNG ENGINEERING CO.,South Korea
GB0030181522,TRIBAL GROUP PLC,United Kingdom
